network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,aug_user_type_3G,sep_user_type_3G,aug_fav_a_mobilink,aug_fav_a_ufone,sep_fav_a_mobilink,sep_fav_a_ufone,Class
3643,1222.696,121.26,0,21807.3848,8940,37887,0,0,0,0,0,1,Churned
3664,490.59,0,0,98756.8555,131,179,0,0,1,0,0,1,Active
3704,332.854,9.62,1.25,22.04,4744,6083,0,0,0,1,0,1,Active
3811,1190.2564,3.5,13.75,170499.4209,726,24717,1,1,0,0,0,0,Active
3879,565.4868,11.96,1.25,117888.5762,0,0,0,1,0,0,0,1,Active
4121,584.6,0,65,353999.3867,6630,23142,1,1,0,1,0,0,Churned
4157,678.6248,5.25,73.75,11958959.19,620,8007,1,1,0,0,0,0,Active
4851,1747.67,102.31,18.75,3037882.799,6570,19366,1,1,0,0,0,1,Active
4854,3813.51,61.76,421.25,3441170.841,30422,225872,1,1,0,0,0,0,Churned
717,610.97,0,0,4303770.345,3489,7608,1,1,0,0,0,1,Active
720,496.382,19.12,3.75,34500.5986,0,537,1,1,0,0,0,1,Churned
731,1188.7972,0,175,11099077.72,216,2617,1,1,0,1,0,1,Active
741,1109.68,73.7,6.25,2030722.286,0,10889,1,1,1,0,0,1,Churned
743,1216.594,9.39,75,159984.2959,10035,8528,1,1,0,0,0,1,Active
746,114.9,14.94,13.75,71159.9229,131,2978,1,1,0,0,0,0,Churned
787,998.04,15.6,1.25,1732440.812,2155,846,1,1,0,0,0,1,Active
793,6688.48,11.96,2327.5,7201706.051,0,192,1,1,0,0,0,1,Active
795,920.142,0,0,47665.3779,0,2441,0,0,1,0,0,1,Active
803,382.112,7,121.25,872477.3057,131,2398,1,1,0,0,0,0,Churned
864,369.1384,0,1.25,17.3145,8408,7377,0,0,0,1,0,1,Active
923,3526.246,0.24,248.75,5245770.154,0,101000,1,1,0,0,0,0,Churned
932,528.082,3.5,36.25,1755265.273,12324,12584,0,0,1,0,0,1,Active
4149,1387.99,15.28,12.5,42.7725,26429,65224,0,0,0,0,0,0,Active
107,97.43,0,6.25,10.0518,8166,294,0,0,0,1,0,1,Churned
133,104.2524,9.3,2.5,11.0625,1206,984,0,0,0,0,0,1,Churned
153,1790.9676,0.01,6.25,150658.71,2976,47542,0,0,0,0,0,1,Active
224,482.018,0,236.25,14001033.68,0,1253,1,1,0,0,0,0,Churned
274,1215.53,75,75,4970152.598,5532,5637,1,1,0,0,1,0,Churned
279,1895.07,14.36,0,1403601.907,0,83788,1,1,0,0,0,1,Active
307,473.606,4.78,0,3494.374,3246,20979,0,0,0,0,0,1,Active
419,360.962,35.9,80,513430.5283,605,2765,1,1,0,0,0,0,Churned
782,7062.874,3.59,302.5,6636522.203,0,362966,1,1,0,1,0,1,Active
889,592.7748,20.4,15,139035.21,3588,12063,0,0,0,0,0,1,Churned
1152,1491.8764,5.99,7.5,34371114.51,2436,19031,1,1,1,0,0,1,Active
1399,423.07,18.81,3.75,43262.2832,2892,5482,1,1,0,0,0,1,Active
1766,96.996,14.34,3.75,87.2783,2832,1536,0,0,0,0,0,0,Churned
2434,1342.34,0,0,64281.1152,0,179,0,0,1,0,0,1,Active
4084,3405.69,8.98,346.25,9664208.901,31878,38246,1,1,1,0,0,1,Active
3804,5426.89,0,0,54.8057,0,14579,0,0,0,0,0,1,Churned
1196,5666.8208,0,3875,3235063.165,57341,38015,1,1,1,0,0,1,Churned
4846,1367.39,0,22.5,3076593.199,0,1505,1,1,0,1,0,1,Churned
122,161.1,0,0,32.459,1176,13119,0,0,0,0,1,0,Churned
220,1574.16,10.5,307.5,11546200.34,396,36552,1,1,0,0,1,0,Churned
301,4067.67,161.87,506.25,96163.7441,50556,112138,1,1,0,0,0,1,Churned
2626,41.23,1.75,0,45.5547,228,586,1,1,1,0,1,0,Churned
3496,1160.93,121.27,7.5,71.9365,17408,68500,0,0,0,0,1,0,Churned
4052,1227.2,0,153.75,2726.0742,32268,31825,0,0,1,0,0,1,Churned
4855,550.96,7,0,29927.999,1284,6281,0,0,0,1,0,0,Churned
5355,470.13,0,3.75,1811814.203,0,2868,1,1,0,0,0,1,Churned
348,356.25,0,0,106.9268,6090,3749,0,0,0,0,0,1,Churned
3672,682.28,15.46,0,224677.5722,4936,6752,1,1,0,0,0,1,Churned
3683,3997.718,1.75,12.5,1848207.602,0,226388,1,1,0,0,0,1,Churned
5178,2332.63,215.24,671.25,373594.4492,41538,44441,1,1,0,0,0,1,Churned
1156,1088.91,19.25,75,1228343.697,3647,14965,1,1,0,0,0,1,Churned
1187,7596.712,555.58,2306.25,4230259.079,6408,214636,1,1,0,0,0,1,Churned
1843,933.14,0.01,0,2024585.18,0,179,1,1,0,0,0,0,Churned
2826,792.6188,13.04,5.89,723.5527,15682,43586,0,0,0,0,1,0,Churned
3667,1299.4908,0,398.75,1333086.38,490,30803,1,1,1,0,0,1,Churned
3685,2723.54,16.8,0,1757851.008,0,60550,1,1,0,1,0,1,Churned
4136,1817.44,49.17,281.25,537414.0283,30838,10831,1,1,0,0,0,1,Churned
670,21.76,0,0,3059.6924,502,0,1,1,0,1,0,0,Churned
125,1461.28,199.21,6.25,341.1387,48720,52942,1,1,0,1,0,1,Churned
944,2940.18,169.37,6.25,143.9502,18288,207584,0,0,1,0,0,0,Churned
2874,534.31,0,193.75,143600.9297,4904,16128,1,1,0,0,0,0,Churned
3836,24438.83,664.92,8295,1737078.813,72120,337192,1,1,0,0,0,0,Churned
4136,1677.47,54.11,182.5,1354238.308,4629,57961,1,1,0,0,0,1,Churned
1685,36.232,5.25,5,273.2334,1032,1195,0,0,0,1,0,1,Active
1869,11.682,0,1.25,9.8506,168,612,0,0,0,0,0,1,Active
2039,31.222,1.75,12.5,6426577.061,186,1224,0,0,0,1,0,1,Churned
2194,866.0188,81.78,3.75,64.7021,7422,42442,0,0,0,1,0,1,Active
1586,15.682,0,11.25,1031.042,0,192,0,0,0,0,0,0,Churned
2087,711.7604,32.74,6.25,221.0459,5260,27573,1,1,0,0,0,0,Churned
1424,311.2624,21.47,0,67895.9561,1491,2290,0,0,0,0,0,0,Churned
1796,1334.0136,37.66,100,23845302,36228,23613,0,0,0,0,0,1,Active
2490,1793.76,68.63,27.5,1336272.676,36480,37482,1,1,0,0,0,1,Churned
2761,67.5284,21.57,3.75,189.7324,0,811,0,0,0,0,0,0,Churned
4630,947.312,78.74,61.25,876375.288,14310,4019,1,1,0,0,0,1,Active
415,2126.8008,0,17.05,578459.4736,104691,34896,1,1,0,1,0,1,Active
415,70.8648,9.56,0,3658.9395,1253,1121,0,0,0,0,0,0,Churned
435,733.0828,15.8,241.18,328063.7764,9700,6417,1,1,0,1,0,1,Active
435,1527.434,7.56,8.99,787933.1524,45413,9958,1,1,0,0,0,1,Churned
545,206.51,12.36,0,37170.3418,1933,0,0,0,0,1,0,1,Active
571,1862.814,7.06,412.3,19747757.46,2788,18843,1,1,1,0,0,1,Active
698,197.326,0,93.31,85248.3574,1372,632,1,1,1,0,1,0,Active
524,1109.3752,97.33,16.43,79219.5401,12186,21145,1,1,0,0,0,1,Churned
921,478.32,4.32,36.27,2695601.849,4257,1932,1,1,0,0,0,1,Active
132,518.014,27.69,12.5,15342.9931,8218,2477,1,1,0,0,0,1,Active
213,43.34,0,31.25,5844.3848,0,179,0,0,0,0,0,0,Churned
243,702.986,61.26,26.25,872.8867,8118,25689,0,0,0,0,0,1,Churned
248,643.8852,14,5,230.1465,4722,4973,0,0,1,0,0,1,Active
297,1505.7772,54.52,150,569540.8233,16159,27519,0,1,0,0,0,0,Churned
303,211.8048,29.92,1.25,0.9883,12,5390,0,0,0,0,0,0,Churned
325,866.35,4.17,3.75,277.9688,36300,4567,0,0,1,0,0,1,Active
343,825.226,25.93,65,965185.4366,5287,10141,0,0,0,1,0,0,Churned
350,1359.202,26.82,120,1302295.864,4996,20930,1,1,0,0,0,1,Churned
356,89.378,16.73,8.75,1332.4814,0,2607,0,0,0,0,0,0,Churned
368,1151.388,95.4,88.75,866902.1221,4665,12185,1,0,0,0,0,0,Churned
372,696.254,22.85,58.75,902022.8174,0,34481,0,0,1,0,1,0,Churned
568,391.2388,0,0,52.0947,5105,3288,0,0,0,1,0,1,Active
571,694.792,5.25,47.5,43008956.74,311,5345,1,1,1,0,0,0,Active
595,839.5724,73.8,8.75,229.4463,21304,7894,0,0,0,1,0,1,Active
622,2033.61,5.37,55,530713.8584,5884,44908,1,1,0,1,0,1,Active
628,276.82,29.38,1.25,0.1211,4097,669,0,0,0,1,0,0,Churned
642,453.054,42.95,11.25,59029.0938,5826,12797,0,0,0,0,1,0,Churned
684,167.0604,102.77,1.25,0.0586,0,1432,0,0,0,0,0,0,Churned
704,261.7312,7.17,3.75,130.0391,36,5884,0,0,0,0,0,0,Churned
710,576.2244,19.18,22,135342.2959,1092,14839,0,0,0,0,0,0,Churned
757,794.76,21.52,86.25,288646.249,6328,17389,0,0,0,0,0,0,Churned
829,778.2264,8.75,251.25,392048.3506,311,4019,0,0,0,0,0,0,Active
859,1175.9616,4.37,0,30024.7451,50899,8694,0,0,0,0,0,1,Active
862,1845.578,8.75,21.25,697.9219,29344,25788,1,1,0,0,0,1,Active
885,457.2504,8.33,13.75,18400.9336,0,16422,1,1,0,0,1,0,Active
909,137.058,14.34,7.5,375.7676,622,2391,0,0,0,0,0,0,Churned
937,172.1,32.4,0,182.8115,1205,4794,1,1,0,1,0,1,Active
959,1324.2884,1.8,48.75,132049.9375,21527,1960,1,1,0,0,0,1,Active
1067,155.568,3.5,56.25,109394.7109,0,537,1,1,0,0,0,0,Churned
1073,1172.3412,23.95,2.5,32489.2959,9462,66251,0,0,0,0,0,0,Active
1091,1896.58,17.94,0,149935.7207,6105,54597,1,1,0,0,0,1,Active
1121,399.98,44.77,0,1.3672,3842,1159,0,0,0,0,0,0,Churned
1146,55.6688,9.56,0,3013.9932,489,1112,1,1,0,1,0,0,Churned
1193,1185.25,44.05,71.25,225029.1621,5298,16971,1,1,1,0,0,1,Active
1202,1494.596,8.75,0,896486.1006,6069,25415,1,1,0,1,0,1,Active
1212,425.3404,0.87,2.5,29697.7451,622,490,1,1,0,0,0,1,Active
1243,2313.6964,7,47.5,256917.9648,12462,96925,0,0,0,1,0,1,Active
1243,1256.25,218.74,246.25,16262.5264,31482,7761,0,0,0,0,0,1,Churned
1257,1587.18,45.41,127.5,3094540.414,0,716,1,1,0,0,0,0,Churned
1263,41.42,25.01,0,1134.0234,0,179,0,1,0,0,0,0,Churned
1333,1537.79,15.33,15,1190562.436,16009,19147,1,1,0,0,0,1,Active
1348,177.47,0,2.5,585569.2217,0,610,0,0,0,0,0,0,Active
1356,1591.7436,0,20,5544839.137,0,12425,1,1,0,1,0,1,Active
1356,812.46,20.93,292.5,710844.2266,1232,4054,1,1,0,0,0,1,Churned
1361,698.072,13.12,17.5,18960728.63,264,1638,1,1,0,0,0,1,Active
1361,312.378,10.43,123.75,2405666.735,96,2511,1,1,0,0,0,0,Churned
1388,780.4768,76.56,18.75,13467.8398,2488,32545,1,1,0,0,1,0,Churned
1392,1379.0908,0,203.75,3636022.071,1650,2092,1,1,0,1,0,1,Active
1417,918.07,7,23.75,482592.2714,34344,4856,1,1,0,1,0,1,Active
1422,292.442,45.16,0,130874.5967,0,8627,1,1,1,0,1,0,Churned
1424,1568.484,0,0,296.1758,0,44012,0,0,1,0,0,1,Active
1433,70.27,1.75,0,4945.584,1304,1649,0,0,0,1,0,1,Churned
1445,601.216,1.75,76.25,330439.5459,970,1936,0,0,0,0,0,1,Active
1447,1078.33,8.75,10,1865896.535,323,6816,1,1,0,0,0,1,Active
1474,881.524,0,51.25,2044129.945,3648,2464,1,1,1,0,0,1,Active
1513,2527.9872,22.18,256.25,3280593.825,18646,71141,1,1,0,0,0,0,Active
1521,3792.35,71.8,21.25,782.7549,64872,228790,1,1,1,0,0,0,Churned
1534,691.232,0,1.25,4451.5489,30445,5130,0,1,1,0,0,1,Churned
1569,1431.2,20.12,0,27022.0039,22714,61526,1,1,0,0,0,0,Active
1574,325.4172,39.35,5,485815.1338,2376,2761,1,1,0,0,0,0,Churned
1575,1331.7272,5.25,25,4582887.011,5775,13132,1,1,0,1,0,1,Churned
1588,250.41,43.32,0,2981.0566,288,13143,0,0,0,0,0,0,Churned
1632,1733.5772,13.62,20,323027.2285,26207,55589,1,1,0,0,0,1,Active
1659,6769.2224,354.09,6.25,3812354.169,22247,77468,1,1,0,0,0,1,Active
1678,1140.37,17.94,0,1024.8378,3050,11119,0,0,0,0,0,1,Active
1693,840.04,12.25,68.75,66257.3985,24903,5055,0,0,0,1,0,1,Active
1717,1359.412,3.5,243.75,1096163.608,20988,30081,1,1,0,0,0,1,Active
1735,197.9088,16.09,21.25,707.959,3421,6793,0,0,0,0,0,1,Churned
1837,378.58,16.15,60,42310.1328,2799,7019,0,0,0,0,0,0,Active
1859,93.9524,31.54,1.25,0.2246,0,2488,1,0,0,0,0,0,Churned
1866,139.82,14.81,6.25,15420.0967,1556,3312,0,0,1,0,0,1,Churned
1882,1554.8,20.89,12.5,284257.0214,20453,39265,1,1,0,0,0,1,Active
1956,345.8304,16.34,77.5,819375.4004,48,4626,0,0,0,0,0,0,Churned
1962,184.4104,0.6,0,209621.2959,933,537,1,1,0,1,0,0,Churned
1964,1632.056,15.75,153.75,91843589.44,47928,20572,0,0,0,0,0,1,Active
2032,49.06,18.48,0,13.6904,102,537,0,0,0,1,0,1,Churned
2073,1685.6364,0,273.75,12661924.37,0,3587,1,1,0,0,0,1,Active
2100,2817.304,130.15,60,3950.7207,36792,93801,0,0,0,1,0,1,Active
2111,191.68,0,145,164809.3564,132,179,1,1,0,1,0,1,Churned
2144,193.222,17.93,1.25,3.3867,0,5573,0,0,0,0,0,0,Churned
2161,1157.862,22.45,122.5,42968676.41,4007,15224,1,1,0,0,0,1,Churned
2189,1841.69,18.23,101.25,181525.6894,49351,43318,1,1,0,1,0,1,Churned
2289,576.96,1.75,0,10628.832,3062,1291,1,1,0,1,0,1,Active
2338,66.2784,23.9,22.5,487.3584,24,179,1,1,0,1,0,1,Churned
2346,2491.132,28.68,56.25,582.2647,35632,64030,0,0,0,0,0,1,Active
2347,465.7484,33.26,50,633833.6787,7129,3289,1,1,0,1,0,0,Churned
2348,52.672,4.1,13.75,104.8828,660,0,0,0,0,1,0,1,Churned
2353,1553.15,15.75,2.5,170736.8311,12224,7607,0,0,0,1,0,1,Active
2366,746.8076,43.28,3.75,2156818.999,4522,30537,1,0,1,0,0,1,Churned
2383,723.69,0,0,422807.1201,0,0,1,1,0,0,0,0,Active
2392,3170.14,5.25,41.25,8041.1484,54514,73881,0,0,0,0,0,1,Churned
2454,290.89,0,0,6983.4307,7733,13660,0,0,0,0,0,1,Active
2456,2916.7884,45.5,41.25,21719.1006,51292,123176,1,1,0,0,0,1,Active
2467,528.75,8.84,3.75,281277.2725,5884,6208,1,1,0,1,0,1,Active
2559,511.5108,64.72,0,24.5625,1998,14184,1,1,0,1,0,1,Churned
2588,827.75,18.22,58.75,488987.1231,1932,2606,0,0,0,0,0,1,Active
2630,1243.11,35.9,220,1078971.132,8220,40867,0,1,0,1,0,0,Active
2673,627.954,13.71,18.75,2889777.257,2011,5095,0,0,0,1,0,1,Active
2684,2208.7,23.9,831.25,3999986.088,477,358,1,1,0,1,0,1,Churned
2724,1524.6784,5.98,47.5,6814872.646,16712,40668,0,0,0,0,0,1,Active
2890,1288.52,5.98,115,880049.6084,622,1995,1,1,0,0,0,0,Active
2913,1085.382,61.57,108.75,6499202.161,1509,6553,1,1,0,0,0,1,Churned
3077,1355.9676,8.75,157.5,3335808.418,5022,19195,0,0,0,0,0,1,Active
3148,879,0,0,1414986.074,0,0,1,1,0,1,0,1,Active
3265,208.5608,23.49,2.5,27.9297,0,11457,0,0,1,0,0,0,Churned
3324,1397.63,26.98,1.25,726691.2451,0,716,1,1,0,1,0,1,Active
3639,2152.38,0.6,7.5,40.3311,12359,41957,0,1,0,0,0,1,Active
3649,1512.0452,85.88,50,1381688.899,9504,37304,1,1,0,0,0,1,Churned
3670,824.52,42.17,47.5,15660515.58,8649,968,1,1,0,0,0,1,Active
3677,1478.41,1.75,83.75,1052189.727,64107,4626,1,1,0,1,0,1,Active
3721,214.68,45.54,90,359042.4961,622,537,1,1,0,0,0,0,Churned
3878,2049.5724,68.82,140,776950.0147,22310,57112,1,0,0,1,0,1,Active
3888,1841.69,99.49,282.5,977056.7783,11973,64206,0,0,0,0,0,0,Churned
3960,3491.1348,98.86,75,1806876.763,18195,133928,1,1,0,0,0,1,Active
3978,1458.574,0,0,6921.6201,0,16146,1,1,1,0,0,1,Active
4010,1587.75,63,12.5,165584.5928,63046,33681,1,1,0,0,0,1,Active
4156,800.15,20.06,20,266728.0674,5227,18706,1,1,0,0,0,1,Churned
4558,442.62,18.48,46.25,643193.666,5789,14078,1,1,0,1,0,1,Churned
4635,1361.478,5.89,22.5,155031212.8,156,7726,1,1,1,0,0,1,Active
4742,1661.1492,57.62,77.5,4307.1953,16650,76213,0,0,0,0,0,1,Churned
4874,1144.8,17.94,6.25,288638.6953,0,8431,1,1,0,0,0,1,Active
5451,174.77,28.87,0,72.1592,0,8648,1,1,1,0,0,0,Active
202,733.51,11.15,1.86,2916819.267,7628,6671,0,0,0,0,0,0,Active
240,794.8828,12.59,55.8,325849.4277,3452,19940,0,0,0,0,0,1,Active
241,212.796,36.23,1.24,125.9131,3400,7949,1,1,0,0,0,1,Churned
346,99.76,17.81,0,120.5049,2710,1622,1,0,0,1,0,1,Churned
372,68.748,19.12,2.48,51.8125,358,3232,0,0,0,0,0,0,Churned
387,210.088,5.28,9.03,168729.2031,2962,179,0,0,0,1,0,1,Active
411,536.1508,34.52,6.55,997233.5264,3172,12098,0,1,0,0,0,1,Active
439,234.21,8.64,0.31,8.7021,5390,12974,1,1,0,1,0,1,Active
462,3099.46,0,178.87,2271782.651,2327,37510,0,0,0,0,1,0,Active
471,1241.4012,7.21,63.55,7209087.081,4904,12104,1,1,0,0,0,0,Churned
473,509.05,44.97,41.02,335596.8819,6124,7181,1,1,0,1,0,1,Churned
493,750.4532,8.16,86.49,2396710.231,11485,8812,1,1,0,1,0,0,Active
579,518.09,82.68,0.31,3554442.543,1551,4591,1,1,0,1,0,0,Active
610,734.698,48.92,4.03,937.6318,29382,6405,0,0,0,1,0,1,Active
619,41.7,24.52,0.93,248.5791,477,0,1,1,0,1,0,1,Churned
652,456.4188,0.6,12.09,10627445.77,1254,6404,1,1,0,0,0,0,Churned
673,289.308,0,26.04,686690.9707,525,0,1,1,0,1,0,1,Active
740,448.114,35.77,1.86,5675.3438,1660,15037,0,0,1,0,0,1,Churned
756,1203.42,20.04,88.66,1218569.857,21177,167,1,1,0,0,0,1,Active
761,1216.7528,25.92,76.57,67951093.38,5271,3924,1,1,1,0,0,1,Active
802,636.264,3.47,0,396481.9531,5607,15163,1,1,1,0,0,1,Active
802,738.452,22.26,23.87,13574188.58,7690,15432,1,1,1,0,0,1,Active
803,71.614,16.27,0,2583.5283,358,0,0,0,0,1,0,1,Churned
808,841.356,25.84,24.8,59040.6368,7683,37913,1,1,0,0,0,1,Churned
813,840.466,1.08,9.3,1090308.83,13724,2600,1,1,0,1,0,1,Active
833,670.4316,41.6,16.12,14946.8125,9279,20201,1,1,1,0,0,1,Churned
869,1813.2088,50.76,40.61,2342002.626,15486,4496,1,1,1,0,0,1,Active
876,194.826,0.01,0,386.6338,10305,1753,0,0,0,1,0,1,Active
933,569.788,22.91,109.74,23344.958,13988,5462,1,1,0,1,0,1,Active
936,170.99,11.88,0,9810.959,5403,5725,0,0,0,0,0,1,Active
938,831.59,6.48,188.48,1314517.2,2268,1467,0,0,0,1,0,1,Churned
946,205.48,4.55,23.25,1010220.822,4151,10267,1,1,0,0,0,1,Active
954,1363.9172,21.1,60.14,2078796.036,1217,0,1,1,0,1,0,1,Active
977,265.73,33.48,1.24,18.0938,1229,704,1,1,0,1,0,1,Active
978,368.76,10.56,19.22,50045.6182,742,2147,1,1,0,0,0,1,Churned
997,1165.5928,2.16,65.41,6096582.927,6225,4545,1,1,0,0,0,1,Active
1012,1560.1156,14.04,226.3,3126093.298,14503,12402,1,1,0,0,1,0,Active
1016,574.7668,11.88,31.31,3338611.233,7672,632,1,1,0,0,0,1,Churned
1080,1370.3732,8.64,83.39,1475066.464,35907,2600,1,1,0,1,0,1,Active
1104,509.6652,14.11,22.94,795303.6104,1551,7013,1,1,0,1,0,1,Churned
1127,1632.44,1.08,29.76,267366.5439,42734,33630,0,0,0,0,0,1,Active
1129,632.65,0,1.55,900906.9424,2350,0,1,1,0,1,0,1,Active
1147,366.896,46.27,1.55,170.0156,6014,10447,1,1,0,0,0,1,Churned
1259,460.1252,38.02,44.95,1542776.935,3054,1944,0,0,0,1,0,1,Churned
1310,553.08,56.46,82.46,455697.4336,4832,7501,1,1,0,1,0,1,Churned
1335,1172.156,0.6,1.24,1446.125,18100,11915,1,1,0,0,0,1,Active
1410,1584.3,8.64,126.48,4922133.115,847,4323,0,0,0,0,0,1,Active
1438,1134.546,27.72,274.97,5869747.645,6250,6512,1,1,0,0,0,1,Active
1607,890.34,4.78,0.62,2952394.18,0,0,1,1,0,1,0,1,Active
1628,729.996,21.51,0.62,48.2852,6847,31246,0,0,1,0,0,1,Active
1630,978.498,16.73,2.48,633.0381,978,1121,0,0,0,1,0,1,Churned
1654,516.354,41.14,1.86,4175.2608,18510,477,0,0,1,0,0,1,Active
1661,566.498,5.76,0,780.5566,2537,11257,0,0,0,0,0,1,Active
1742,177.9556,32.54,0,4096.9658,1372,5760,0,0,0,1,0,0,Churned
1910,246.9348,22.8,2.17,13070.3477,12671,732,0,0,0,1,0,0,Active
2037,2272.5,51.84,354.02,12452709.61,358,167,1,1,0,0,0,1,Active
2051,2524.924,30.47,336.35,587053.1972,20668,98951,1,1,0,0,0,1,Churned
2109,856.0384,21.6,237.15,3814302.774,6169,4007,1,1,0,0,0,1,Active
2163,1120.1504,41.17,23.87,83108.7657,7465,37503,1,1,0,1,0,1,Active
2184,1896.86,65.91,97.03,1621804.077,31601,53998,1,1,0,0,0,1,Churned
2201,326.95,14.96,0.31,1.0762,16994,7776,1,1,0,0,0,1,Churned
2316,426.628,0,102.3,287544.4825,6335,4508,0,0,0,0,0,1,Active
2320,553.9008,10.76,47.74,9587.9639,13155,19487,1,1,0,0,0,1,Active
2392,980.896,75.53,16.12,203520.3027,36930,16341,0,0,0,0,0,1,Churned
2789,2592.148,238.13,0.31,3.5566,51329,91774,1,1,0,0,0,0,Churned
2793,996.714,8.64,3.72,580.9766,42736,16313,0,0,0,0,0,1,Active
3196,507.4964,14.37,86.21,353274.6308,2112,2469,0,0,0,0,0,1,Active
3219,467.88,16.73,0.31,2009279.905,716,0,1,1,0,0,0,1,Churned
3419,1005.11,0,0.62,4884453.493,358,0,1,1,0,0,0,1,Active
3517,552.754,3.24,22.32,545011.997,179,9563,0,0,0,0,0,0,Churned
3691,1245.89,44.74,7.13,1137.2705,14665,8125,0,0,0,0,0,1,Active
3975,523.4804,4.32,36.89,6139533.046,609,2349,1,1,0,0,0,1,Active
4155,1700.83,11.71,9.3,2088104.617,35508,21085,1,1,0,0,0,1,Active
5344,2018.578,37.7,66.65,26044.1192,12736,14745,1,1,0,1,0,1,Active
1792,332.1136,82.68,77.5,51063.2988,3956,2280,0,0,0,0,0,0,Churned
1486,535.2984,28.87,75,663773.7119,6992,2999,1,1,0,1,0,1,Churned
100,514.4684,0,0,91824.9209,992,609,0,0,0,0,0,1,Active
107,621.49,151.75,1.25,60931.5264,0,537,1,1,0,0,0,1,Active
146,546.65,28.64,12.5,106060.4463,1470,37670,1,1,0,0,0,0,Active
149,1351.0156,40.25,52.5,14157.3994,45201,23472,1,1,0,0,0,1,Active
324,457.972,20.24,18.75,767.2188,6394,24345,1,1,0,0,0,0,Churned
395,972.0264,30.66,127.5,4537371.109,48,12786,1,1,0,0,0,1,Churned
451,1022.4,11.23,30,2651372.843,0,537,1,1,0,0,0,1,Active
769,464.36,3.5,96.25,5232139.294,5474,6644,0,0,1,0,0,0,Active
851,1383.39,0,72.5,109849583.7,0,537,1,1,1,0,0,1,Active
988,280.828,0,65,435771.8584,490,1338,1,1,0,0,0,0,Churned
1105,53.88,0,1.25,615282.6914,0,0,1,1,0,1,0,1,Active
1144,2702.35,47.84,48.75,3390.0625,60102,131525,1,1,1,0,1,0,Active
1168,480.35,14.34,18.75,1710923.704,0,358,1,1,1,0,0,1,Churned
1221,769.0684,12.82,51.25,1609946.444,2379,8867,1,1,1,0,0,1,Churned
1223,115.272,7.17,55,164326.9375,0,358,0,0,0,0,0,0,Churned
1262,311.65,17.5,3.75,95451.3741,275,358,0,0,0,0,0,0,Active
1267,55.63,14.34,1.25,5.7637,12,2270,0,0,0,1,0,0,Churned
1272,639.97,0,2.5,14152.6348,18603,8389,1,1,0,1,0,1,Active
1272,1932.6,75.85,56.25,186187.7725,10087,88726,1,1,0,0,0,0,Churned
1280,187.7508,0,67.5,1754292.925,36,3208,0,0,0,0,0,1,Churned
1294,876.5,34.12,98.75,507507.0127,30069,23196,1,1,1,0,0,1,Active
1310,982.206,59.84,50,1163532.41,4770,14055,0,0,1,0,0,0,Churned
1316,418.5664,162.78,2.5,54.8457,1494,12441,0,0,0,0,0,0,Churned
1332,1449.67,34.71,22.5,1136535.712,15568,7470,1,1,0,0,0,1,Active
1342,76.92,11.96,1.25,7.5146,251,1004,1,1,0,0,1,0,Active
1359,1626.0704,69.99,1.25,8793.0039,24543,4670,0,0,0,0,0,1,Active
1361,204.3128,28.05,2.5,1.1426,966,10314,0,0,0,0,0,0,Churned
1387,53.356,7.17,17.5,823.9795,0,1171,0,0,1,0,0,0,Churned
1397,196.908,11.31,10,196.5947,1996,12837,0,0,1,0,1,0,Churned
1399,1467.4008,58.52,26.25,191934.6592,8904,72189,1,1,1,0,0,0,Churned
1410,109.28,21.13,58.75,3723135.191,0,2054,0,0,0,0,0,0,Churned
1418,1356.54,0,0,91485.7813,0,20434,1,1,0,1,0,1,Active
1419,843.0604,23.1,13.75,510439.3584,9952,4446,0,0,0,1,0,1,Active
1420,1377.9204,21,45,1004668.231,323,10361,1,1,0,0,0,1,Active
1427,2621.68,0,167.5,487505.8535,0,37351,1,1,0,0,0,1,Active
1439,1080.62,15.75,10,2591950.424,0,358,1,1,0,1,0,0,Active
1461,116.708,43.49,1.25,21.0059,1745,3561,1,1,0,0,1,0,Churned
1480,140.19,16.73,5,1223909.023,408,1350,1,1,0,0,0,1,Churned
1489,142.3388,9.56,0,517720.3789,813,6680,0,0,0,0,0,0,Churned
1532,1160.52,8.92,1.25,13.6055,6678,68051,1,1,0,0,0,0,Churned
1548,804.9448,24.5,117.5,22778646.62,5247,5855,1,1,0,0,0,1,Active
1552,422.11,14.6,68.75,20415.502,980,4409,1,1,0,0,0,0,Active
1558,1035.7704,8.75,10,1454622.967,2689,3153,1,1,0,0,0,1,Active
1651,192.2804,39.23,46.25,27025.8789,1040,3573,1,1,0,0,0,1,Churned
1654,76.41,11.31,13.75,382170.5908,96,1123,1,1,0,0,0,1,Churned
1668,3324.68,116.54,638.75,2416132.183,31716,74031,0,1,0,1,0,1,Churned
1698,470.5904,38.23,5,49852.2002,10828,16182,1,1,0,0,1,0,Active
1702,2318.38,7.73,0,71315.0557,251,179,1,1,0,1,0,1,Active
1729,664.4712,28.43,1.25,292.4404,11520,31839,1,1,0,1,0,0,Churned
1730,2056.738,71.92,1.25,4.6494,35856,127284,1,1,1,0,0,0,Churned
1822,1004.2796,21.38,8.75,144950.4023,10255,56951,0,1,0,0,0,0,Churned
